Product_name,Product_url,brand,Sale_price,MRP,Discount_percentage,Number_of_ratings,Number_of_reviews,Type_of_washing,w,Star_rating
SAMSUNG 6.5 kg Fully Automatic Top Load Silver,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-silver/p/itmc7d3313b5c18e?pid=WMNFU5XFAYWHH32T,SAMSUNG,16400,20600,20,10,1,Fully Automatic Top Load,WMNFSTYABHHB3SVV,4.3
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itmf7p9fyuscqfvg?pid=WMNF5R3D6YYQGDGV,Godrej,18440,23200,20,144,16,Fully Automatic Top Load,WMNFTY4TV3WUVZHZ,4.3
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFQYGAVH3GXYVM,4.5
Haier 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/haier-6-2-kg-fully-automatic-top-load-grey/p/itmf3607a9754fc3?pid=WMNGF2HJ7KUGJVYH,Haier,13883,20250,31,0,0,Fully Automatic Top Load,WMNFTY4TG7CJT5SG,0
SAMSUNG 6.5 kg Fully Automatic Top Load Purple,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-purple/p/itmf8adwpsf76zp5?pid=WMNF8ADWTRW5GVQR,SAMSUNG,21140,25490,17,16,2,Fully Automatic Top Load,WMNF7FHGTYGKHYSR,4.4
Whirlpool 8.2 kg Supersoak Technology Semi Automatic Top Load Pink,https://www.flipkart.com/whirlpool-8-2-kg-supersoak-technology-semi-automatic-top-load-pink/p/itmfggh2wbfnrmqy?pid=WMNEA7EE2ZSNEG2E,Whirlpool,11983,13870,13,14260,1489,Semi Automatic Top Load,WMNFCF8HCVNN77Z6,4.4
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNFFYFHNGFMQ8ZP,4.2
IFB 8 kg Fully Automatic Top Load Silver,https://www.flipkart.com/ifb-8-kg-fully-automatic-top-load-silver/p/itmecjtgb7ghur77?pid=WMNEJFGGTTG7TPK8,IFB,26990,30990,12,157,19,Fully Automatic Top Load,WMNETVE44HJSZJ4U,4.2
"Galanz 9 kg Quick Wash, Inverter Fully Automatic Front Load with In-built Heater Silver",https://www.flipkart.com/galanz-9-kg-quick-wash-inverter-fully-automatic-front-load-in-built-heater-silver/p/itm978953b5dcea6?pid=WMNFNMDBCYV5SHR7,Galanz,24990,46990,46,302,69,Fully Automatic Front Load,WMNFSGRXWKGNAQHM,4.1
Panasonic 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/panasonic-6-2-kg-fully-automatic-top-load-grey/p/itmdy9svgvmhcfgd?pid=WMNDY9RWHKHTS4DG,Panasonic,12990,17240,24,5528,901,Fully Automatic Top Load,WMNEM8PZB5GEZHEF,4.4
Haier 6.5 kg Fully Automatic Front Load with In-built Heater Grey,https://www.flipkart.com/haier-6-5-kg-fully-automatic-front-load-in-built-heater-grey/p/itmfg6tbsutkjpy8?pid=WMNFG6TBGUSACZUZ,Haier,23400,32990,29,5,0,Fully Automatic Front Load,WMNF4HZGFVCFYRZB,3.4
Motorola 8kg 5 Star Smart Wi-Fi Enabled Inverter Technology Fully Automatic Front Load with In-built H...,https://www.flipkart.com/motorola-8kg-5-star-smart-wi-fi-enabled-inverter-technology-fully-automatic-front-load-in-built-heater-grey/p/itm76985c8579d7e?pid=WMNFSMEAEVPNUKZQ,Motorola,31490,49499,36,701,141,Fully Automatic Front Load,WMNFQNFMHMHADKWW,4.1
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFYM2S8S2DCHRE,4
Midea 7.5 kg One Touch AI Wash Fully Automatic Top Load Grey,https://www.flipkart.com/midea-7-5-kg-one-touch-ai-wash-fully-automatic-top-load-grey/p/itmffg7revjj5ms6?pid=WMNFFG7RWU4SGGPZ,Midea,13990,16790,16,677,100,Fully Automatic Top Load,WMNFDXHWCA9YUU3F,4.2
BOSCH 8 kg Inverter ExpressWash Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-8-kg-inverter-expresswash-fully-automatic-front-load-in-built-heater-white/p/itmf6v4afrgv4xgd?pid=WMNF6V4ACGUDVYBZ,BOSCH,34999,38450,8,8674,1140,Fully Automatic Front Load,WMNEWGGR2JZGVWUC,4.4
"LG 7 kg 4 Star Rating Semi Automatic Top Load Maroon, White",https://www.flipkart.com/lg-7-kg-4-star-rating-semi-automatic-top-load-maroon-white/p/itm59c7fd4a4027d?pid=WMNFJKR8TXSUNEMZ,LG,13250,15090,12,11891,1161,Semi Automatic Top Load,WMNF6B8TSZ5MSFH8,4.4
Godrej 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-2-kg-fully-automatic-top-load-grey/p/itmfffyhxvr4tgzn?pid=WMNFFFYHEZ86UBGZ,Godrej,12290,17900,31,2702,238,Fully Automatic Top Load,WMNFZFYAG4G7CWBF,4.2
Galanz 8 kg Quick Wash Fully Automatic Top Load Silver,https://www.flipkart.com/galanz-8-kg-quick-wash-fully-automatic-top-load-silver/p/itm857c52246fee0?pid=WMNFNMDB5VZTDNAB,Galanz,15490,24290,36,59,17,Fully Automatic Top Load,WMNFMAFYQNYXG8SA,3.8
"SAMSUNG 6.5 kg Semi Automatic Top Load White, Grey",https://www.flipkart.com/samsung-6-5-kg-semi-automatic-top-load-white-grey/p/itm85f8a60f7dd25?pid=WMNFPVWGP7CSCQFS,SAMSUNG,10600,10800,1,34,6,Semi Automatic Top Load,WMNFDVDXTPJVHMS5,4.3
MOTOROLA 10.5 kg Smart Wi-Fi Enabled Inverter Technology Fully Automatic Top Load Grey,https://www.flipkart.com/motorola-10-5-kg-smart-wi-fi-enabled-inverter-technology-fully-automatic-top-load-grey/p/itm7d9818a496f6f?pid=WMNFSMEAU7WUBUFN,MOTOROLA,21990,37299,41,1373,252,Fully Automatic Top Load,WMNFQYGA3ZQNQ4WU,4.2
Intex 6.2 kg Semi Automatic Top Load Red,https://www.flipkart.com/intex-6-2-kg-semi-automatic-top-load-red/p/itmfy5trvnyjgqha?pid=WMNFY5TRD4WGGY9V,Intex,8990,9990,10,12257,1488,Semi Automatic Top Load,WMNFQAF4CXZTQRHD,4.2
"LG 7 kg 4 Star Rating Semi Automatic Top Load Maroon, White",https://www.flipkart.com/lg-7-kg-4-star-rating-semi-automatic-top-load-maroon-white/p/itm59c7fd4a4027d?pid=WMNFJKR8TXSUNEMZ,LG,13250,15090,12,11877,1160,Semi Automatic Top Load,WMNEJ3NHTBCZMNVM,4.4
Midea 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/midea-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmf4w6ktjacazpc?pid=WMNF4PB8AE59FRHT,Midea,16990,23990,29,15560,2900,Fully Automatic Front Load,WMNF7FHGHRXHGRZD,4.3
"Godrej 8 kg Semi Automatic Top Load Brown, White",https://www.flipkart.com/godrej-8-kg-semi-automatic-top-load-brown-white/p/itm2d3177667251e?pid=WMNEJYCGQPQW4HGB,Godrej,14379,16750,14,1274,170,Semi Automatic Top Load,WMNF6SRZXHTP9AZP,4.4
IFB 6.5 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-5-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmezw2mzez8zume?pid=WMNEZW2MTEYTVHHH,IFB,30490,34990,12,141,22,Fully Automatic Front Load,WMNEWZBZGNZHDVT2,4.3
Whirlpool 6 kg Fully Automatic Front Load White,https://www.flipkart.com/whirlpool-6-kg-fully-automatic-front-load-white/p/itmb93c2e50b6491?pid=WMNFQX9H3ZF5EGAT,Whirlpool,24990,35000,28,0,0,Fully Automatic Front Load,WMNFFG7RGBYKEZNF,0
"Haier 6.2 kg with Ariel Wash Feature Fully Automatic Top Load Brown, Grey",https://www.flipkart.com/haier-6-2-kg-ariel-wash-feature-fully-automatic-top-load-brown-grey/p/itmfg2h7psh2whjn?pid=WMNFG2H7HWJCUKAR,Haier,12190,17900,31,5011,548,Fully Automatic Top Load,WMNFY39URFHB8H37,4.3
"Panasonic 8 kg 5 star Semi Automatic Top Load White, Grey",https://www.flipkart.com/panasonic-8-kg-5-star-semi-automatic-top-load-white-grey/p/itm8223298943eb5?pid=WMNFRZ46NK3WSQT3,Panasonic,11990,14700,18,10037,1584,Semi Automatic Top Load,WMNF8ZH3ATFYVYW9,4.2
IFB 6 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-6-kg-fully-automatic-front-load-in-built-heater-white/p/itmb74b117ec30d7?pid=WMNFZH4CWAFZYJGH,IFB,22999,24690,6,0,0,Fully Automatic Front Load,WMNEFJBSFTPNZ2Z9,0
BOSCH 7 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-in-built-heater-white/p/itmc4e63e32ca58a?pid=WMNGF53WFFZKFZDB,BOSCH,31980,38399,16,0,0,Fully Automatic Front Load,WMNFMAFGDUMY34GX,0
"ONIDA 8 kg Cuff and Collar Wash, Designer Glass Lid 5 Star Semi Automatic Top Load Red, White",https://www.flipkart.com/onida-8-kg-cuff-collar-wash-designer-glass-lid-5-star-semi-automatic-top-load-red-white/p/itm93f935afc6bb6?pid=WMNFMAFGUKQ6DFHG,ONIDA,11990,17990,33,86,16,Semi Automatic Top Load,WMNFEC4YMYHGZDZN,4.2
BOSCH 7.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/bosch-7-5-kg-fully-automatic-top-load-grey/p/itmf7fhgmyrgd8hc?pid=WMNF7FHGMW9FJZXX,BOSCH,20990,25500,17,47,6,Fully Automatic Top Load,WMNDZ5YQ72GVA6CY,4.5
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,97,13,Semi Automatic Top Load,WMNF6SRZQHWAGPHF,4.4
Mitashi 7.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/mitashi-7-5-kg-fully-automatic-top-load-grey/p/itmffxy9cjwfreqz?pid=WMNFFXY9MTDQY2Z6,Mitashi,12990,17990,27,105,11,Fully Automatic Top Load,WMNFRGHSY2PNRQGS,4.2
Siemens 7 kg Fully Automatic Front Load Grey,https://www.flipkart.com/siemens-7-kg-fully-automatic-front-load-grey/p/itmffyfheuvdax6s?pid=WMNFFYFH28THGCZH,Siemens,32490,40500,19,23,3,Fully Automatic Front Load,WMNEWH4JMJBXXDNS,4.3
LG 8 kg Inverter with Allergy Care Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/lg-8-kg-inverter-allergy-care-fully-automatic-front-load-in-built-heater-white/p/itmf6eg4zvdchjhw?pid=WMNF6EG48CWU4Q5H,LG,36799,42990,14,343,54,Fully Automatic Front Load,WMNFHDXUFVHWJV4X,4.3
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,308,39,Semi Automatic Top Load,WMNEUP8TGTS8QVTZ,4.5
"BOSCH 7 kg Fully Automatic Front Load Black, Silver",https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-black-silver/p/itmc0b7725d71fc2?pid=WMNFXYQ7FJKYDFHQ,BOSCH,33399,40899,18,0,0,Fully Automatic Front Load,WMNF6B8TM2RYNHFD,0
LG 18 kg Fully Automatic Top Load with In-built Heater Black,https://www.flipkart.com/lg-18-kg-fully-automatic-top-load-in-built-heater-black/p/itmb6b10fd11b38d?pid=WMNFJKR8ATXNXGM4,LG,62990,69990,10,8,0,Fully Automatic Top Load,WMNF6V4P4ZTGPJJR,4.3
SAMSUNG 11 kg Fully Automatic Top Load Grey,https://www.flipkart.com/samsung-11-kg-fully-automatic-top-load-grey/p/itm5cb6de184102e?pid=WMNFQNFMFB4HXZYG,SAMSUNG,33950,40490,16,10,1,Fully Automatic Top Load,WMNEGRFWJDHFQZG2,4.7
Lloyd 8 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/lloyd-8-kg-fully-automatic-front-load-in-built-heater-silver/p/itm09a59f44dfd2e?pid=WMNFRGHSHFW5VN7Y,Lloyd,30890,39990,22,0,0,Fully Automatic Front Load,WMNF3A6NZTYWZXAD,0
LG 6.5 kg Fully Automatic Top Load Black,https://www.flipkart.com/lg-6-5-kg-fully-automatic-top-load-black/p/itmf3j42x28hhzb4?pid=WMNF3A6NT7RFQVNU,LG,22990,25190,8,15,2,Fully Automatic Top Load,WMNEWGGR63SXVFZE,4.1
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNEWZBZBMJFSGFR,4.2
"Lloyd 8.5 kg Semi Automatic Top Load White, Grey",https://www.flipkart.com/lloyd-8-5-kg-semi-automatic-top-load-white-grey/p/itmf0467caf74d91?pid=WMNFRGHSZTNBYM7G,Lloyd,13290,16990,21,16,0,Semi Automatic Top Load,WMNEUX3UXGHGBCRH,4.7
"Whirlpool 7.5 kg 5 Star, Inverter Fully Automatic Top Load Grey",https://www.flipkart.com/whirlpool-7-5-kg-5-star-inverter-fully-automatic-top-load-grey/p/itm7cf98f854cfb8?pid=WMNFNVCSDYYBEYAN,Whirlpool,23990,29990,20,143,22,Fully Automatic Top Load,WMNEHF4CGFUU6HJH,4.2
"Thomson 8.5 kg 5 Star Rating, Smart Pro Wash Technology Semi Automatic Top Load White, Blue, Grey",https://www.flipkart.com/thomson-8-5-kg-5-star-rating-smart-pro-wash-technology-semi-automatic-top-load-white-blue-grey/p/itm56ac9bb2d102d?pid=WMNFQYXVBQT8TEY4,Thomson,9490,12999,26,2099,255,Semi Automatic Top Load,WMNF7FHGEHA89ABF,4.1
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNEUX3U49TJB9RG,4.4
"Whirlpool 7 kg 5 Star,Turbo Scrub Technology Semi Automatic Top Load White, Purple",https://www.flipkart.com/whirlpool-7-kg-5-star-turbo-scrub-technology-semi-automatic-top-load-white-purple/p/itmf5zr3cxtqxyke?pid=WMNFESQFKE3PJFQT,Whirlpool,9480,11250,15,127,9,Semi Automatic Top Load,WMNEW5ZTVYKFY2Y3,4.4
Whirlpool 7.2 kg Semi Automatic Top Load,https://www.flipkart.com/whirlpool-7-2-kg-semi-automatic-top-load/p/itmeavrvywec3yr6?pid=WMNEJQZGHCNY4FYM,Whirlpool,11149,11750,5,1449,235,Semi Automatic Top Load,WMNF4HZGBCHVMGUY,4.3
"Panasonic 14 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/panasonic-14-kg-semi-automatic-top-load-white-blue/p/itmf6b8tmkhcwgmd?pid=WMNF6B8T8VET6KXN,Panasonic,18999,19500,2,195,22,Semi Automatic Top Load,WMNEJWKGN2SSUPES,4.3
Siemens 7 kg Fully Automatic Front Load White,https://www.flipkart.com/siemens-7-kg-fully-automatic-front-load-white/p/itmffyfhgcufdj7j?pid=WMNFFYFHBEXNQHGX,Siemens,28883,36199,20,105,9,Fully Automatic Front Load,WMNEX4YPGA7MEFTH,4.6
BOSCH 6.2 kg Fully Automatic Front Load Silver,https://www.flipkart.com/bosch-6-2-kg-fully-automatic-front-load-silver/p/itmfg6tfk64gzv85?pid=WMNFG6TFW8C8HHCH,BOSCH,28707,33250,13,0,0,Fully Automatic Front Load,WMNFF8AVHXHBPGQH,0
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNEJ7YHHBJYDEUX,4.5
"Whirlpool 8.5 kg 5 Star, Power Dry Technology Semi Automatic Top Load Maroon",https://www.flipkart.com/whirlpool-8-5-kg-5-star-power-dry-technology-semi-automatic-top-load-maroon/p/itmdd5a4403014f9?pid=WMNFN7VZGH9YZX6Z,Whirlpool,13970,16250,14,3192,347,Semi Automatic Top Load,WMNFQNFMSYGUSG6G,4.4
"Voltas Beko 8.5 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/voltas-beko-8-5-kg-semi-automatic-top-load-white-blue/p/itm4685b6dc1ca85?pid=WMNFTY4T2UMYSUAS,Voltas,11790,16790,29,297,46,Semi Automatic Top Load,WMNFBRVYMGHHRHHD,4.4
Godrej 7 kg Fully Automatic Top Load with In-built Heater Red,https://www.flipkart.com/godrej-7-kg-fully-automatic-top-load-in-built-heater-red/p/itmf79dxsjc6huun?pid=WMNF5R3DHGVZSQZ8,Godrej,19299,26250,26,144,16,Fully Automatic Top Load,WMNDY9RWQWCWTGFE,4.3
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNEW6QEHEY4T72G,4.2
"Haier 7.6 kg Semi Automatic Top Load White, Black",https://www.flipkart.com/haier-7-6-kg-semi-automatic-top-load-white-black/p/itmfg6tbxsgrzugy?pid=WMNFG6TBB8KF8C2E,Haier,11155,14250,21,101,8,Semi Automatic Top Load,WMNF5R3DM4XGFGPJ,4.4
LG 8 kg Fully Automatic Top Load Grey,https://www.flipkart.com/lg-8-kg-fully-automatic-top-load-grey/p/itmf22b21cefbe3e?pid=WMNFMAFYZJEKGE9N,LG,30990,33990,8,82,11,Fully Automatic Top Load,WMNFQNFMGQ2C9V2Z,4.6
SAMSUNG 6.2 kg Fully Automatic Top Load Silver,https://www.flipkart.com/samsung-6-2-kg-fully-automatic-top-load-silver/p/itmf3xzncnd4wgrg?pid=WMNEWGGRDRK9GH4G,SAMSUNG,15800,18800,15,187,29,Fully Automatic Top Load,WMNF8ADWESRCHXUZ,4.3
LG 7 kg Fully Automatic Top Load Grey,https://www.flipkart.com/lg-7-kg-fully-automatic-top-load-grey/p/itmeb36a4b6f900c?pid=WMNFMAFYPSU47YCK,LG,25990,30990,16,30,5,Fully Automatic Top Load,WMNFU5UDXXJQ3QHZ,4.3
"AISEN 8.5 kg Semi Automatic Top Load White, Grey, Green",https://www.flipkart.com/aisen-8-5-kg-semi-automatic-top-load-white-grey-green/p/itma5c64295fd993?pid=WMNFZBY2VENHXTMP,AISEN,11490,14900,22,3,0,Semi Automatic Top Load,WMNEWUWUYCHSHJXJ,4.3
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFDZJGZZSHFYS9,4
"AISEN 8.5 kg Semi Automatic Top Load White, Grey, Green",https://www.flipkart.com/aisen-8-5-kg-semi-automatic-top-load-white-grey-green/p/itma5c64295fd993?pid=WMNFZBY2ZUB9UZXC,AISEN,11490,14900,22,3,0,Semi Automatic Top Load,WMNFFYFHFHHWATGU,4.3
SAMSUNG 7 kg Fully Automatic Top Load Black,https://www.flipkart.com/samsung-7-kg-fully-automatic-top-load-black/p/itmewh4jzz25xhdf?pid=WMNEWH4JTDBPHF75,SAMSUNG,24100,27200,11,45,4,Fully Automatic Top Load,WMNFUBJFHGMQKNWU,4.3
"Haier 9 kg Semi Automatic Top Load White, Blue",https://www.flipkart.com/haier-9-kg-semi-automatic-top-load-white-blue/p/itmeux3uxkqvzwxq?pid=WMNEUX3UHPXNBQF6,Haier,12745,15500,17,124,16,Semi Automatic Top Load,WMNEWZBZJYT373K2,4
Godrej 6.2 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-2-kg-fully-automatic-top-load-grey/p/itmfffyhxvr4tgzn?pid=WMNFFFYHEZ86UBGZ,Godrej,12290,17900,31,2702,238,Fully Automatic Top Load,WMNFKG3ZBCVZEQHG,4.2
SAMSUNG 7 kg Fully Automatic Front Load with In-built Heater Grey,https://www.flipkart.com/samsung-7-kg-fully-automatic-front-load-in-built-heater-grey/p/itmfdv6gwdqzphb5?pid=WMNFDV6GXHBZVDVQ,SAMSUNG,37700,42300,10,23,0,Fully Automatic Front Load,WMNF6B8TZSZZG64H,4.7
Whirlpool 7 kg Semi Automatic Top Load Red,https://www.flipkart.com/whirlpool-7-kg-semi-automatic-top-load-red/p/itmf7hghnkpebvhh?pid=WMNETNHBHTJZ44AK,Whirlpool,10270,12150,15,2341,330,Semi Automatic Top Load,WMNEJJ78XAH27DG3,4.4
LG 7 kg Semi Automatic Top Load Blue,https://www.flipkart.com/lg-7-kg-semi-automatic-top-load-blue/p/itm6160e3e183d39?pid=WMNFKPT2UF2GM8T3,LG,12665,14190,10,11,0,Semi Automatic Top Load,WMNFME34NYRE6XHV,4.5
IFB 7 kg 5 Star Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/ifb-7-kg-5-star-fully-automatic-front-load-in-built-heater-white/p/itmezw2masejjqhr?pid=WMNEZW2MPRCHZAGZ,IFB,32799,35590,7,198,13,Fully Automatic Front Load,WMNFMDSYZ7ZHEZ4G,4.2
ONIDA 6.8 kg Fully Automatic Top Load Red,https://www.flipkart.com/onida-6-8-kg-fully-automatic-top-load-red/p/itmekybggz8cjand?pid=WMNEKYBGNXTHHMW3,ONIDA,16990,18990,10,305,87,Fully Automatic Top Load,WMNFVVBBC2SVGGDJ,4.2
"Godrej 9 kg Semi Automatic Top Load White, Purple",https://www.flipkart.com/godrej-9-kg-semi-automatic-top-load-white-purple/p/itma8df4ca86e249?pid=WMNFZPE8KTHRTHMD,Godrej,12790,17300,26,98,13,Semi Automatic Top Load,WMNFMAFYNKHHGBFS,4.4
MarQ By Flipkart 6 kg with Self Clean Technology Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/marq-flipkart-6-kg-self-clean-technology-fully-automatic-front-load-in-built-heater-white/p/itmfhdxuquqngvdh?pid=WMNFHDXUBJFT8WWK,MarQ,15990,23999,33,3224,468,Fully Automatic Front Load,WMNFERBGGGXDZTWF,4
"SAMSUNG 6.5 kg Semi Automatic Top Load White, Blue, Grey",https://www.flipkart.com/samsung-6-5-kg-semi-automatic-top-load-white-blue-grey/p/itmfggzgkggjthgz?pid=WMNFGGZGHQHXGHFA,SAMSUNG,10600,10800,1,24,0,Semi Automatic Top Load,WMNEJ2K9JSMQ6ZW7,4.2
Panasonic 8 kg Semi Automatic Top Load Blue,https://www.flipkart.com/panasonic-8-kg-semi-automatic-top-load-blue/p/itmeenmzczjzdaet?pid=WMNEENMZGTQFGZK4,Panasonic,12300,15900,22,149,17,Semi Automatic Top Load,WMNF3ZSUP3TVFDJD,4.1
"Godrej 10.2 kg Semi Automatic Top Load Gold, White",https://www.flipkart.com/godrej-10-2-kg-semi-automatic-top-load-gold-white/p/itmfggs86rttftu7?pid=WMNFGGS8J8WGW6PS,Godrej,15290,18700,18,309,39,Semi Automatic Top Load,WMNFSTYA4CXDF8EF,4.5
SAMSUNG 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-top-load-grey/p/itm8a098f03a4d1d?pid=WMNFRGAMD5H5PGQF,SAMSUNG,20400,25600,20,5,1,Fully Automatic Top Load,WMNF5R3DGZKH7R4M,3.6
LG 6 kg Fully Automatic Front Load with In-built Heater Silver,https://www.flipkart.com/lg-6-kg-fully-automatic-front-load-in-built-heater-silver/p/itm87a1381df2387?pid=WMNFTPBYYAZHUGRH,LG,29599,35990,17,9,1,Fully Automatic Front Load,WMNFZAHEKECBCZHK,4.3
SAMSUNG 6 kg Fully Automatic Front Load Grey,https://www.flipkart.com/samsung-6-kg-fully-automatic-front-load-grey/p/itm051b24d0ad7f8?pid=WMNFQNFMFGTFYAZA,SAMSUNG,28900,35200,17,7,1,Fully Automatic Front Load,WMNFDXHWYAUYSASY,4.4
SAMSUNG 6.5 kg Fully Automatic Front Load Grey,https://www.flipkart.com/samsung-6-5-kg-fully-automatic-front-load-grey/p/itm0381052d06f11?pid=WMNFQNFMKG4GJNDA,SAMSUNG,32900,39500,16,5,1,Fully Automatic Front Load,WMNFRGHSZBGYATHZ,3.4
Godrej 7 kg Fully Automatic Top Load Brown,https://www.flipkart.com/godrej-7-kg-fully-automatic-top-load-brown/p/itmf7p9fypgs3jbq?pid=WMNF5R3DWXYFCHCQ,Godrej,17790,24300,26,144,16,Fully Automatic Top Load,WMNFERBGG2VAMGPF,4.3
Godrej 6.5 kg Fully Automatic Top Load Grey,https://www.flipkart.com/godrej-6-5-kg-fully-automatic-top-load-grey/p/itm8a7c9342c4c76?pid=WMNFU2TC3HQXAT4Y,Godrej,13790,17500,21,7430,861,Fully Automatic Top Load,WMNEUFGCWYHDQ6NX,4.2
"Whirlpool 8.5 kg Semi Automatic Top Load Purple, White",https://www.flipkart.com/whirlpool-8-5-kg-semi-automatic-top-load-purple-white/p/itmf79gr79ghwghx?pid=WMNF5KGDXNFTCYAK,Whirlpool,14500,16680,13,413,57,Semi Automatic Top Load,WMNF36RU7QXHXZVK,4.2
BOSCH 10 kg Fully Automatic Top Load Grey,https://www.flipkart.com/bosch-10-kg-fully-automatic-top-load-grey/p/itmf7fhgxzvdgyyg?pid=WMNFDZJGHX8FYGGT,BOSCH,30000,35999,16,31,6,Fully Automatic Top Load,WMNE7KTH2QK325TY,4.3
SAMSUNG 9 kg Fully Automatic Top Load Grey,https://www.flipkart.com/samsung-9-kg-fully-automatic-top-load-grey/p/itm14d849e5accff?pid=WMNFVTYH2RCV5ATZ,SAMSUNG,26240,32800,20,27,3,Fully Automatic Top Load,WMNFPCK4ZSKRGJZW,4.3
"Iffalcon 8 kg Energy Efficient, Auto Error Diagnosis Fully Automatic Front Load with In-built Heater W...",https://www.flipkart.com/iffalcon-8-kg-energy-efficient-auto-error-diagnosis-fully-automatic-front-load-in-built-heater-white/p/itm3d0202a38fce3?pid=WMNFV7VVCZTAKFAN,Iffalcon,19990,36990,45,144,53,Fully Automatic Front Load,WMNFRGAMAFG3C6N6,4
BOSCH 7 kg Fully Automatic Front Load with In-built Heater White,https://www.flipkart.com/bosch-7-kg-fully-automatic-front-load-in-built-heater-white/p/itmfgh56pnjedfcd?pid=WMNFGH56XRWVPRF7,BOSCH,29900,35500,15,7,2,Fully Automatic Front Load,WMNFZPE8UVJEHRYA,4.6
